No;No. Pendaftaran KIP;Nama Siswa2;Prodi;NIK;No. Kartu Keluarga;NIK Kepala Keluarga;NISN;Status DTKS;Validasi DTKS;Status P3KE;Validasi P3KE;No. KIP;Validasi KIP;No. KKS;Asal Sekolah;Kab/Kota Sekolah;Provinsi Sekolah;Tempat Lahir;Tanggal Lahir;Jenis Kelamin;Alamat Tinggal;No. Handphone;Alamat Email;Alamat IG/ Twitter/ Tiktok;Nama Ayah;Pekerjaan Ayah;Ket. Pekerjaan Ayah;Penghasilan Ayah; Ket. Penghasilan Ayah/ bln ;Status Ayah;Nama Ibu;Pekerjaan Ibu;Ket. Pekerjaan Ibu;Penghasilan Ibu; Ket. Penghasilan Ibu/ bln ;Status Ibu;Wali (jika ada); Penghasilan lain/ bln ;Jumlah Tanggungan;Jml Tanggungan Sebenarnya; Nominal per kapita ;Kepemilikan Rumah;Tahun Perolehan;Sumber Listrik;Luas Tanah;Luas Bangunan;Sumber Air;MCK;Kondisi Rumah;Jarak Pusat Kota (KM);Prestasi;Rekomendasi;Alasan;Nama Pewawancara;Alasan Penguat nanti jadi role model undip
745;1125.203.99964.4511.001;Siswa SNBP 745;S1 TEKNIK SIPIL;3304110763149244;3307542459300865;3301534029845764;0070960725;Terdata;ada;Terdata: Desil 4;ada;A1B2C7;ada;KKS008;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081216864983;siswa745@gmail.com;ig: @siswa745;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;729207;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;155845;Hidup;;0;6 Orang;6;147508;Sendiri;1997;PLN;100 - 200 M2;< 25 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;6;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
746;1125.203.99914.8706.001;Siswa SNBP 746;S1 AKUNTANSI;3305193191027124;3309497531612406;3305347439625342;0089465188;Terdata;ada;Terdata: Desil 2;ada;A1B2C9;ada;KKS006;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081259463230;siswa746@gmail.com;ig: @siswa746;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1298848;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;292479;Hidup;;0;4 Orang;4;397831;Sewa Bulanan;2018;PLN;100 - 200 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;11;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
747;1125.203.99987.8382.001;Siswa SNBP 747;S1 ILMU HUKUM;3305429187558938;3307038066954522;3308797197285963;0067700277;Terdata;ada;Terdata: Desil 3;ada;A1B2C5;ada;KKS001;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081245350839;siswa747@gmail.com;ig: @siswa747;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;589207;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;299560;Hidup;;0;2 Orang;2;444383;Sewa Bulanan;2023;PLN;< 25 M2;25-50 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;28;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
748;1125.203.99989.5858.001;Siswa SNBP 748;S1 TEKNIK SIPIL;3304973194243166;3303618503219451;3303548273947662;0057222180;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081226507654;siswa748@gmail.com;ig: @siswa748;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;5166926;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2135312;Hidup;;0;2 Orang;2;3651119;Sendiri;2023;PLN;50-99 M2;>200 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;18;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
749;1125.203.99985.9226.001;Siswa SNBP 749;S1 ILMU KOMUNIKASI;3308604554308565;3306157344105791;3301308759609981;0033922204;Terdata;ada;Terdata: Desil 4;ada;A1B2C1;ada;KKS001;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081257261266;siswa749@gmail.com;ig: @siswa749;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;809794;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;85231;Hidup;;0;2 Orang;2;447512;Sendiri;1996;PLN;< 25 M2;>200 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;37;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
750;1125.203.99971.3619.001;Siswa SNBP 750;S1 AKUNTANSI;3301164930797152;3301591242158985;3302359114635234;0034517165;Terdata;ada;Terdata: Desil 1;ada;A1B2C2;ada;KKS007;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081229971110;siswa750@gmail.com;ig: @siswa750;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;730253;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;474183;Hidup;;0;3 Orang;3;401478;Sendiri;2006;PLN;< 25 M2;50-99 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;39;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
751;1125.203.99957.4333.001;Siswa SNBP 751;S1 KESEHATAN MASYARAKAT;3309588261402164;3304324717340312;3304512108635059;0086520437;Terdata;ada;Terdata: Desil 4;ada;A1B2C6;ada;KKS001;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081232399278;siswa751@gmail.com;ig: @siswa751;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1384953;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;240936;Hidup;;0;3 Orang;3;541963;Sewa Bulanan;2005;PLN;>200 M2;>200 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;3;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
752;1125.203.99983.1511.001;Siswa SNBP 752;S1 TEKNIK INFORMATIKA;3309602806869495;3308833698478537;3305796484083213;0039297913;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081250275890;siswa752@gmail.com;ig: @siswa752;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;3594110;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3339278;Hidup;;0;2 Orang;2;3466694;Sendiri;1997;PLN;>200 M2;< 25 M2;Sungai/Mata Air;Berbagi Pakai;Tidak Layak Menerima Beasiswa;32;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
753;1125.203.99949.5312.001;Siswa SNBP 753;S1 MANAJEMEN;3304056793721978;3308081889710519;3307037338162152;0046507640;Terdata;ada;Terdata: Desil 3;ada;A1B2C7;ada;KKS009;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081245175932;siswa753@gmail.com;ig: @siswa753;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;968853;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;297536;Hidup;;0;3 Orang;3;422129;Sewa Tahunan;2012;PLN;< 25 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;21;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
754;1125.203.99975.5171.001;Siswa SNBP 754;S1 PSIKOLOGI;3305864731846922;3308352397763700;3303276592328618;0069086894;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081218129336;siswa754@gmail.com;ig: @siswa754;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;7056758;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;413169;Hidup;;0;4 Orang;4;1867481;Sendiri;2010;PLN;100 - 200 M2;25-50 M2;Sumur;Berbagi Pakai;Tidak Layak Menerima Beasiswa;7;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
755;1125.203.99938.8077.001;Siswa SNBP 755;S1 ILMU KOMUNIKASI;3308459695065398;3302456406340035;3301264982664797;0038599769;Terdata;ada;Terdata: Desil 3;ada;A1B2C2;ada;KKS006;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081298799844;siswa755@gmail.com;ig: @siswa755;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1247739;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;4389;Hidup;;0;4 Orang;4;313032;Sewa Tahunan;2004;PLN;< 25 M2;25-50 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;47;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
756;1125.203.99931.7894.001;Siswa SNBP 756;S1 KESEHATAN MASYARAKAT;3307286625993126;3301099113841217;3305682734031698;0093954287;Terdata;ada;Terdata: Desil 2;ada;A1B2C1;ada;KKS002;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081211876016;siswa756@gmail.com;ig: @siswa756;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;540671;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;444460;Hidup;;0;3 Orang;3;328377;Menumpang;2011;PLN;50-99 M2;50-99 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;8;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
757;1125.203.99913.5961.001;Siswa SNBP 757;S1 MANAJEMEN;3301512636973434;3303870057241826;3301430718544612;0066908177;Terdata;ada;Terdata: Desil 2;ada;A1B2C8;ada;KKS008;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081234872648;siswa757@gmail.com;ig: @siswa757;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1143504;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;46882;Hidup;;0;4 Orang;4;297596;Sendiri;2005;PLN;100 - 200 M2;< 25 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;49;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
758;1125.203.99963.3598.001;Siswa SNBP 758;S1 ILMU HUKUM;3308035952681272;3309485661578934;3304584350861807;0033931546;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081227490814;siswa758@gmail.com;ig: @siswa758;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;7550075;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;843143;Hidup;;0;5 Orang;5;1678643;Sendiri;2000;PLN;>200 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;21;Medali Emas Olimpiade Sains Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
759;1125.203.99942.8893.001;Siswa SNBP 759;S1 TEKNIK SIPIL;3302117678063778;3304433501460044;3304009354399479;0063961683;Terdata;ada;Terdata: Desil 1;ada;A1B2C4;ada;KKS004;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081228786860;siswa759@gmail.com;ig: @siswa759;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;795119;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;363842;Hidup;;0;3 Orang;3;386320;Sewa Tahunan;2016;PLN;25-50 M2;25-50 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;22;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
760;1125.203.99947.4452.001;Siswa SNBP 760;S1 TEKNIK INFORMATIKA;3308436909723946;3301219730834876;3305097665418835;0026502756;Terdata;ada;Terdata: Desil 3;ada;A1B2C8;ada;KKS005;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081285709373;siswa760@gmail.com;ig: @siswa760;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;995080;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;475393;Hidup;;0;4 Orang;4;367618;Sendiri;2000;PLN;100 - 200 M2;< 25 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;44;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
761;1125.203.99998.4813.001;Siswa SNBP 761;S1 ILMU KOMUNIKASI;3305919036209291;3309361806449289;3304104084758524;0073555400;Terdata;ada;Terdata: Desil 2;ada;A1B2C4;ada;KKS007;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081281266315;siswa761@gmail.com;ig: @siswa761;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1417349;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;76799;Hidup;;0;4 Orang;4;373537;Sewa Bulanan;2008;PLN;50-99 M2;100 - 200 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;10;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
762;1125.203.99929.9764.001;Siswa SNBP 762;S1 KESEHATAN MASYARAKAT;3308800332540964;3305313283919547;3301265708300724;0060972874;Terdata;ada;Terdata: Desil 1;ada;A1B2C9;ada;KKS002;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081247844065;siswa762@gmail.com;ig: @siswa762;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;716511;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;165988;Hidup;;0;5 Orang;5;176499;Sewa Tahunan;2013;PLN;25-50 M2;25-50 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;17;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
763;1125.203.99939.6702.001;Siswa SNBP 763;S1 KEDOKTERAN;3307396732724800;3305248530000243;3307714751689035;0032953910;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081280502334;siswa763@gmail.com;ig: @siswa763;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;5691908;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;3490098;Hidup;;0;2 Orang;2;4591003;Sendiri;2004;PLN;25-50 M2;25-50 M2;PDAM;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;47;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
764;1125.203.99986.1322.001;Siswa SNBP 764;S1 MANAJEMEN;3306848017442267;3308659152317139;3303530313597170;0093737808;Terdata;ada;Terdata: Desil 3;ada;A1B2C9;ada;KKS008;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081210244694;siswa764@gmail.com;ig: @siswa764;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1425242;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;290363;Hidup;;0;2 Orang;2;857802;Sewa Tahunan;2019;PLN;25-50 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;40;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
765;1125.203.99923.3593.001;Siswa SNBP 765;S1 KEDOKTERAN;3304696301121865;3307802419092046;3301376943256167;0033104475;Terdata;ada;Terdata: Desil 1;ada;A1B2C7;ada;KKS002;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081256062001;siswa765@gmail.com;ig: @siswa765;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1318803;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;272484;Hidup;;0;3 Orang;3;530429;Sendiri;2001;PLN;< 25 M2;100 - 200 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;13;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
766;1125.203.99965.2473.001;Siswa SNBP 766;S1 PSIKOLOGI;3301181951037261;3304399945982588;3307839098342020;0082765193;Terdata;ada;Terdata: Desil 2;ada;A1B2C3;ada;KKS003;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081233120501;siswa766@gmail.com;ig: @siswa766;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;989162;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;103495;Hidup;;0;5 Orang;5;218531;Menumpang;1990;PLN;>200 M2;25-50 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;7;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
767;1125.203.99929.4149.001;Siswa SNBP 767;S1 AKUNTANSI;3308446004812144;3304782270540244;3307733003074368;0078317561;Terdata;ada;Terdata: Desil 3;ada;A1B2C6;ada;KKS007;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081283385645;siswa767@gmail.com;ig: @siswa767;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;769720;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;187698;Hidup;;0;2 Orang;2;478709;Sendiri;2021;PLN;25-50 M2;< 25 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;11;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
768;1125.203.99975.9493.001;Siswa SNBP 768;S1 KESEHATAN MASYARAKAT;3309620977869520;3306110954474228;3303586744909969;0016224334;Terdata;ada;Terdata: Desil 4;ada;A1B2C8;ada;KKS002;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081229407349;siswa768@gmail.com;ig: @siswa768;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1422114;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;495818;Hidup;;0;2 Orang;2;958966;Menumpang;2019;PLN;< 25 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;11;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
769;1125.203.99955.4359.001;Siswa SNBP 769;S1 ILMU KOMUNIKASI;3307433491072799;3308890319973978;3306545284551357;0020129399;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081222486982;siswa769@gmail.com;ig: @siswa769;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;7072628;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;316542;Hidup;;0;5 Orang;5;1477834;Sendiri;1993;PLN;50-99 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;44;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
770;1125.203.99913.4280.001;Siswa SNBP 770;S1 PSIKOLOGI;3307115053134241;3306202376431947;3301012343278814;0042146624;Terdata;ada;Terdata: Desil 1;ada;A1B2C8;ada;KKS005;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081279589505;siswa770@gmail.com;ig: @siswa770;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;520752;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;239145;Hidup;;0;2 Orang;2;379948;Menumpang;2022;PLN;>200 M2;< 25 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;8;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
771;1125.203.99944.9841.001;Siswa SNBP 771;S1 TEKNIK INFORMATIKA;3308164931431946;3303734280431928;3301554069605327;0018030058;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081241092945;siswa771@gmail.com;ig: @siswa771;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;3381060;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2886800;Hidup;;0;5 Orang;5;1253572;Sendiri;2001;PLN;50-99 M2;100 - 200 M2;Sungai/Mata Air;Berbagi Pakai;Tidak Layak Menerima Beasiswa;9;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
772;1125.203.99950.4005.001;Siswa SNBP 772;S1 KESEHATAN MASYARAKAT;3308532997953902;3304278444398021;3303920704122512;0080563747;Terdata;ada;Terdata: Desil 4;ada;A1B2C2;ada;KKS007;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081237345510;siswa772@gmail.com;ig: @siswa772;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;665330;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;76057;Hidup;;0;6 Orang;6;123564;Sendiri;2020;PLN;< 25 M2;50-99 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;5;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
773;1125.203.99985.9491.001;Siswa SNBP 773;S1 AKUNTANSI;3303564034116885;3307385006339211;3301445254117677;0062453246;Belum Terdata;tidak ada;Terdata: Desil 6;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081266646890;siswa773@gmail.com;ig: @siswa773;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;4685548;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2170797;Hidup;;0;4 Orang;4;1714086;Sendiri;2015;PLN;50-99 M2;>200 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;11;Juara 1 Lomba KTI Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
774;1125.203.99976.5718.001;Siswa SNBP 774;S1 PSIKOLOGI;3308103156892302;3302057710446680;3302743161241110;0019082367;Terdata;ada;Terdata: Desil 3;ada;A1B2C6;ada;KKS006;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081231162098;siswa774@gmail.com;ig: @siswa774;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;904053;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;329471;Hidup;;0;6 Orang;6;205587;Sewa Tahunan;2000;PLN;50-99 M2;< 25 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;25;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
